Purchasing Document,Company Code,Purchasing Doc. Type,Deletion indicator,Currency,Exchange Rate
4200001146,1100,ZSER,,INR,1.0
4200001147,1100,ZSER,,INR,1.0
4200001148,1100,ZSER,,INR,1.0
4200001149,1100,ZSER,,INR,75.45
4200001150,1100,ZSER,,INR,1.0
4200001151,1100,ZSER,,INR,1.0
4200001152,1100,ZSER,,INR,1.0
4200001153,1100,ZSER,,INR,1.0
4200001154,1100,ZSER,,INR,1.0
4200001155,1100,ZSER,,INR,1.0
4200001156,1100,ZSER,,INR,1.0
4200001157,1100,ZSER,,INR,1.0
4200001158,1100,ZSER,,INR,1.0
4200001159,1100,ZSER,,INR,1.0
4200001160,1100,ZSER,,INR,1.0
4200001161,1100,ZSER,,INR,1.0
4200001162,1100,ZSER,,INR,1.0
4200001163,1100,ZSER,,INR,1.0
4200001164,1100,ZSER,,INR,1.0
4200001165,1100,ZSER,,INR,1.0
4200001166,1100,ZSER,,INR,1.0
4200001167,1100,ZSER,,INR,1.0
4200001168,1100,ZSER,,INR,1.0
4200001169,1100,ZSER,,INR,1.0
4200001170,1100,ZSER,,INR,1.0
4200001171,1100,ZSER,,INR,1.0
4200001172,1100,ZSER,,INR,1.0
4200001173,1100,ZSER,,,1.0
4200001174,1100,ZSER,,INR,1.0
4200001175,1100,ZSER,,INR,1.0
4200001176,1100,ZSER,,INR,1.0
4200001177,1100,ZSER,,INR,1.0
4200001178,1100,ZSER,,INR,1.0
4200001179,1100,ZSER,,INR,1.0
4200001180,1100,ZSER,,INR,75.45
4200001181,1100,ZSER,,INR,1.0
4200001182,1100,ZSER,,INR,1.0
4200001183,1100,ZSER,,INR,1.0
4200001184,1100,ZSER,,INR,1.0
4200001185,1100,ZSER,,INR,1.0
4200001186,1100,ZSER,,INR,1.0
4200001187,1100,ZSER,,INR,1.0
4200001188,1100,ZSER,,INR,1.0
4200001189,1100,ZSER,,INR,1.0
4200001190,1100,ZSER,,INR,1.0
4200001191,1100,ZSER,,INR,1.0
4200001192,1100,ZSER,,INR,1.0
4200001193,1100,ZSER,,INR,1.0
4200001194,1100,ZSER,,INR,1.0
4200001195,1100,ZSER,,,1.0
4200001196,1100,ZSER,,INR,1.0
4200001197,1100,ZSER,,INR,1.0
4200001198,1100,ZSER,,INR,1.0
4200001199,1100,ZSER,,,1.0
4200001200,1100,ZSER,,INR,1.0
4200001201,1100,ZSER,,INR,1.0
4200001202,1100,ZSER,,,1.0
4200001203,1100,ZSER,,INR,1.0
4200001204,1100,ZSER,,INR,1.0
4200001205,1100,ZSER,,INR,1.0
4200001206,1100,ZSER,,INR,1.0
4200001207,1100,ZSER,,INR,1.0
4200001208,1100,ZSER,,INR,1.0
4200001209,1100,ZSER,,INR,1.0
4200001210,1100,ZSER,,INR,1.0
4200001211,1100,ZSER,,INR,1.0
4200001212,1100,ZSER,,INR,1.0
4200001213,1100,ZSER,,INR,1.0
4200001214,1100,ZSER,,INR,1.0
4200001215,1100,ZSER,,,1.0
4200001216,1100,ZSER,,INR,1.0
4200001217,1100,ZSER,,INR,1.0
4200001218,1100,ZSER,,INR,1.0
4200001219,1100,ZSER,,INR,1.0
4200001220,1100,ZSER,,,1.0
4200001221,1100,ZSER,,INR,1.0
4200001222,1100,ZSER,,INR,1.0
4200001223,1100,ZSER,,INR,1.0
4200001224,1100,ZSER,,INR,1.0
4200001225,1100,ZSER,,INR,1.0
4200001226,1100,ZSER,,INR,1.0
4200001227,1100,ZSER,,INR,1.0
4200001228,1100,ZSER,,INR,1.0
4200001229,1100,ZSER,,INR,1.0
4200001230,1100,ZSER,,INR,1.0
4200001231,1100,ZSER,,INR,1.0
4200001232,1100,ZSER,,INR,1.0
4200001233,1100,ZSER,,INR,1.0
4200001234,1100,ZSER,,INR,1.0
4200001235,1100,ZSER,,INR,1.0
4200001236,1100,ZSER,,INR,1.0
4200001237,1100,ZSER,,INR,1.0
4200001238,1100,ZSER,,INR,1.0
4200001239,1100,ZSER,,INR,1.0
4200001240,1100,ZSER,,INR,1.0
4200001241,1100,ZSER,,INR,1.0
4200001242,1100,ZSER,,INR,1.0
4200001243,1100,ZSER,,INR,1.0
4200001244,1100,ZSER,,INR,1.0
4200001245,1100,ZSER,,INR,1.0
4200001246,1100,ZSER,,INR,1.0
4200001247,1100,ZSER,,INR,1.0
4200001248,1100,ZSER,,INR,1.0
4200001249,1100,ZSER,,INR,1.0
4200001250,1100,ZSER,,INR,1.0
4200001251,1100,ZSER,,INR,1.0
4200001252,1100,ZSER,,INR,1.0
4200001253,1100,ZSER,,INR,1.0
4200001254,1100,ZSER,,INR,75.45
4200001255,1100,ZSER,,INR,75.45
4200001256,1100,ZSER,,INR,1.0
4200001257,1100,ZSER,,INR,1.0
4200001258,1100,ZSER,,INR,1.0
4200001259,1100,ZSER,,INR,1.0
4200001260,1100,ZSER,,INR,1.0
4200001261,1100,ZSER,,INR,1.0
4200001262,1100,ZSER,,INR,1.0
4200001263,1100,ZSER,,INR,1.0
4200001264,1100,ZSER,,INR,1.0
4200001265,1100,ZSER,,INR,1.0
4200001266,1100,ZSER,,INR,1.0
4200001267,1100,ZSER,,INR,1.0
4200001268,1100,ZSER,,INR,1.0
4200001269,1100,ZSER,,INR,1.0
4200001270,1100,ZSER,,INR,1.0
4200001271,1100,ZSER,,INR,75.45
4200001272,1100,ZSER,,INR,1.0
4200001273,1100,ZSER,,INR,1.0
4200001274,1100,ZSER,,INR,1.0
4200001275,1100,ZSER,,INR,1.0
4200001276,1100,ZSER,,INR,1.0
4200001277,1100,ZSER,,INR,1.0
4200001278,1100,ZSER,,INR,1.0
4200001279,1100,ZSER,,INR,1.0
4200001280,1100,ZSER,,INR,75.45
4200001281,1100,ZSER,,INR,1.0
4200001282,1100,ZSER,,INR,75.45
4200001283,1100,ZSER,,INR,75.45
4200001284,1100,ZSER,,INR,1.0
4200001285,1100,ZSER,,INR,75.45
4200001286,1100,ZSER,,INR,1.0
4200001287,1100,ZSER,,INR,1.0
4200001288,1100,ZSER,,,75.45
4200001289,1100,ZSER,,INR,1.0
4200001290,1100,ZSER,,INR,1.0
4200001291,1100,ZSER,,INR,1.0
4200001292,1100,ZSER,,INR,1.0
4200001293,1100,ZSER,,,1.0
4200001294,1100,ZSER,,INR,1.0
4200001295,1100,ZSER,,INR,1.0
4200001296,1100,ZSER,,INR,1.0
4200001297,1100,ZSER,,INR,1.0
4200001298,1100,ZSER,,INR,1.0
4200001299,1100,ZSER,,INR,1.0
4200001300,1100,ZSER,,INR,1.0
4200001301,1100,ZSER,,INR,1.0
4200001302,1100,ZSER,,INR,1.0
4200001303,1100,ZSER,,INR,1.0
4200001304,1100,ZSER,,INR,1.0
4200001305,1100,ZSER,,INR,1.0
4200001306,1100,ZSER,,INR,1.0
4200001307,1100,ZSER,,INR,1.0
4200001308,1100,ZSER,,INR,1.0
4200001309,1100,ZSER,,INR,1.0
4200001310,1100,ZSER,,INR,1.0
4200001311,1100,ZSER,,INR,1.0
4200001312,1100,ZSER,,INR,1.0
4200001313,1100,ZSER,,INR,1.0
4200001314,1100,ZSER,,INR,1.0
4200001315,1100,ZSER,,INR,75.45
4200001316,1100,ZSER,,INR,1.0
4200001317,1100,ZSER,,INR,1.0
4200001318,1100,ZSER,,INR,1.0
4200001319,1100,ZSER,,INR,1.0
4200001320,1100,ZSER,,INR,1.0
4200001321,1100,ZSER,,INR,1.0
4200001322,1100,ZSER,,,75.45
4200001323,1100,ZSER,,,75.45
4200001324,1100,ZSER,,INR,1.0
4200001325,1100,ZSER,,INR,1.0
4200001326,1100,ZSER,,INR,1.0
4200001327,1100,ZSER,,INR,1.0
4200001328,1100,ZSER,,INR,1.0
4200001329,1100,ZSER,,INR,1.0
4200001330,1100,ZSER,,INR,1.0
4200001331,1100,ZSER,,INR,1.0
4200001332,1100,ZSER,,INR,1.0
4200001333,1100,ZSER,,INR,1.0
4200001334,1100,ZSER,,INR,1.0
4200001335,1100,ZSER,,INR,1.0
4200001336,1100,ZSER,,INR,1.0
4200001337,1100,ZSER,,INR,1.0
4200001338,1100,ZSER,,INR,1.0
4200001339,1100,ZSER,,INR,1.0
4200001340,1100,ZSER,,INR,1.0
4200001341,1100,ZSER,,INR,1.0
4200001342,1100,ZSER,,,1.0
4200001343,1100,ZSER,,INR,1.0
4200001344,1100,ZSER,,INR,1.0
4200001345,1100,ZSER,,INR,1.0
4200001346,1100,ZSER,,INR,1.0
4200001347,1100,ZSER,,INR,1.0
4200001348,1100,ZSER,,INR,1.0
4200001349,1100,ZSER,,INR,1.0
4200001350,1100,ZSER,,INR,1.0
4200001351,1100,ZSER,,INR,1.0
4200001352,1100,ZSER,,INR,1.0
4200001353,1100,ZSER,,INR,1.0
4200001354,1100,ZSER,,INR,1.0
4200001355,1100,ZSER,,INR,1.0
4200001356,1100,ZSER,,INR,1.0
4200001357,1100,ZSER,,INR,1.0
4200001358,1100,ZSER,,INR,1.0
4200001359,1100,ZSER,,INR,1.0
4200001360,1100,ZSER,,INR,1.0
4200001361,1100,ZSER,,INR,1.0
4200001362,1100,ZSER,,INR,1.0
4200001363,1100,ZSER,,INR,1.0
4200001364,1100,ZSER,,INR,1.0
4200001365,1100,ZSER,,INR,1.0
4200001366,1100,ZSER,,INR,1.0
4200001367,1100,ZSER,,INR,1.0
4200001368,1100,ZSER,,INR,1.0
4200001369,1100,ZSER,,INR,1.0
4200001370,1100,ZSER,,,1.0
4200001371,1100,ZSER,,INR,1.0
4200001372,1100,ZSER,,INR,1.0
4200001373,1100,ZSER,,INR,1.0
4200001374,1100,ZSER,,INR,1.0
4200001375,1100,ZSER,,INR,1.0
4200001376,1100,ZSER,,INR,1.0
4200001377,1100,ZSER,,INR,1.0
4200001378,1100,ZSER,,INR,1.0
4200001379,1100,ZSER,,INR,1.0
4200001380,1100,ZSER,,INR,1.0
4200001381,1100,ZSER,,INR,1.0
4200001382,1100,ZSER,,INR,1.0
4200001383,1100,ZSER,,INR,75.45
4200001384,1100,ZSER,,INR,75.45
4200001385,1100,ZSER,,INR,1.0
4200001386,1100,ZSER,,INR,75.45
4200001387,1100,ZSER,,INR,75.45
4200001388,1100,ZSER,,INR,75.45
4200001389,1100,ZSER,,INR,1.0
4200001390,1100,ZSER,,INR,75.45
4200001391,1100,ZSER,,INR,75.45
4200001392,1100,ZSER,,INR,75.45
4200001393,1100,ZSER,,INR,75.45
4200001394,1100,ZSER,,INR,1.0
4200001395,1100,ZSER,,INR,1.0
4200001396,1100,ZSER,,INR,1.0
4200001397,1100,ZSER,,INR,1.0
4200001398,1100,ZSER,,INR,1.0
4200001399,1100,ZSER,,,75.45
4200001400,1100,ZSER,,INR,1.0
4200001401,1100,ZSER,,,1.0
4200001402,1100,ZSER,,INR,1.0
4200001403,1100,ZSER,,INR,1.0
4200001404,1100,ZSER,,INR,1.0
4200001405,1100,ZSER,,INR,1.0
4200001406,1100,ZSER,,INR,1.0
4200001407,1100,ZSER,,INR,1.0
4200001408,1100,ZSER,,INR,1.0
4200001409,1100,ZSER,,INR,1.0
4200001410,1100,ZSER,,INR,1.0
4200001411,1100,ZSER,,INR,1.0
4200001412,1100,ZSER,,INR,1.0
4200001413,1100,ZSER,,INR,1.0
4200001414,1100,ZSER,,INR,1.0
4200001415,1100,ZSER,,INR,1.0
4200001416,1100,ZSER,,INR,1.0
4200001417,1100,ZSER,,INR,1.0
4200001418,1100,ZSER,,INR,1.0
4200001419,1100,ZSER,,INR,1.0
4200001420,1100,ZSER,,INR,1.0
4200001421,1100,ZSER,,INR,1.0
4200001422,1100,ZSER,,INR,1.0
4200001423,1100,ZSER,,INR,1.0
4200001424,1100,ZSER,,INR,1.0
4200001425,1100,ZSER,,INR,1.0
4200001426,1100,ZSER,,INR,1.0
4200001427,1100,ZSER,,INR,1.0
4200001428,1100,ZSER,,INR,1.0
4200001429,1100,ZSER,,INR,1.0
4200001430,1100,ZSER,,INR,1.0
4200001431,1100,ZSER,,INR,1.0
4200001432,1100,ZSER,,INR,1.0
4200001433,1100,ZSER,,INR,75.45
4200001434,1100,ZSER,,INR,1.0
4200001435,1100,ZSER,,INR,1.0
4200001436,1100,ZSER,,INR,1.0
4200001437,1100,ZSER,,INR,1.0
4200001438,1100,ZSER,,INR,1.0
4200001439,1100,ZSER,,INR,1.0
4200001440,1100,ZSER,,INR,75.45
4200001441,1100,ZSER,,INR,1.0
4200001442,1100,ZSER,,INR,1.0
4200001443,1100,ZSER,,INR,1.0
4200001444,1100,ZSER,,INR,1.0
4200001445,1100,ZSER,,,1.0
4200001446,1100,ZSER,,INR,1.0
4200001447,1100,ZSER,,INR,1.0
4200001448,1100,ZSER,,INR,1.0
4200001449,1100,ZSER,,INR,1.0
4200001450,1100,ZSER,,INR,1.0
4200001451,1100,ZSER,,INR,1.0
4200001452,1100,ZSER,,INR,1.0
4200001453,1100,ZSER,,INR,1.0
4200001454,1100,ZSER,,INR,1.0
4200001455,1100,ZSER,,INR,1.0
4200001456,1100,ZSER,,INR,1.0
4200001457,1100,ZSER,,INR,75.45
4200001458,1100,ZSER,,INR,1.0
4200001459,1100,ZSER,,INR,1.0
4200001460,1100,ZSER,,INR,1.0
4200001461,1100,ZSER,,INR,1.0
4200001462,1100,ZSER,,INR,1.0
4200001463,1100,ZSER,,INR,75.45
4200001464,1100,ZSER,,INR,75.45
4200001465,1100,ZSER,,INR,75.45
4200001466,1100,ZSER,,INR,1.0
4200001467,1100,ZSER,,INR,75.45
4200001468,1100,ZSER,,INR,1.0
4200001469,1100,ZSER,,INR,1.0
4200001470,1100,ZSER,,INR,75.45
4200001471,1100,ZSER,,INR,75.45
4200001472,1100,ZSER,,INR,75.45
4200001473,1100,ZSER,,INR,75.45
4200001474,1100,ZSER,,INR,75.45
4200001475,1100,ZSER,,INR,1.0
4200001476,1100,ZSER,,INR,1.0
4200001477,1100,ZSER,,INR,1.0
4200001478,1100,ZSER,,INR,1.0
4200001479,1100,ZSER,,INR,1.0
4200001480,1100,ZSER,,INR,1.0
4200001481,1100,ZSER,,INR,1.0
4200001482,1100,ZSER,,INR,1.0
4200001483,1100,ZSER,,INR,1.0
4200001484,1100,ZSER,,INR,1.0
4200001485,1100,ZSER,,INR,1.0
4200001486,1100,ZSER,,INR,1.0
4200001487,1100,ZSER,,INR,1.0
4200001488,1100,ZSER,,INR,1.0
4200001489,1100,ZSER,,INR,1.0
4200001490,1100,ZSER,,INR,1.0
4200001491,1100,ZSER,,INR,1.0
4200001492,1100,ZSER,,INR,1.0
4200001493,1100,ZSER,,INR,1.0
4200001494,1100,ZSER,,INR,1.0
4200001495,1100,ZSER,,INR,1.0
4200001496,1100,ZSER,,INR,1.0
4200001497,1100,ZSER,,INR,1.0
4200001498,1100,ZSER,,INR,1.0
4200001499,1100,ZSER,,INR,1.0
4200001500,1100,ZSER,,INR,1.0
4200001501,1100,ZSER,,INR,1.0
4200001502,1100,ZSER,,INR,1.0
4200001503,1100,ZSER,,INR,1.0
4200001504,1100,ZSER,,INR,1.0
4200001505,1100,ZSER,,INR,1.0
4200001506,1100,ZSER,,INR,1.0
4200001507,1100,ZSER,,INR,1.0
4200001508,1100,ZSER,,INR,1.0
4200001509,1100,ZSER,,INR,1.0
4200001510,1100,ZSER,,INR,1.0
4200001511,1100,ZSER,,INR,1.0
4200001512,1100,ZSER,,INR,1.0
4200001513,1100,ZSER,,INR,1.0
4200001514,1100,ZSER,,INR,1.0
4200001515,1100,ZSER,,INR,1.0
4200001516,1100,ZSER,,INR,1.0
4200001517,1100,ZSER,,INR,1.0
4200001518,1100,ZSER,,,1.0
4200001519,1100,ZSER,,INR,1.0
4200001520,1100,ZSER,,INR,1.0
4200001521,1100,ZSER,,INR,1.0
4200001522,1100,ZSER,,INR,1.0
4200001523,1100,ZSER,,INR,1.0
4200001524,1100,ZSER,,INR,1.0
4200001525,1100,ZSER,,INR,1.0
4200001526,1100,ZSER,,INR,1.0
4200001527,1100,ZSER,,INR,1.0
4200001528,1100,ZSER,,,1.0
4200001529,1100,ZSER,,,1.0
4200001530,1100,ZSER,,INR,1.0
4200001531,1100,ZSER,,INR,1.0
4200001532,1100,ZSER,,INR,1.0
4200001533,1100,ZSER,,INR,1.0
4200001534,1100,ZSER,,INR,1.0
4200001535,1100,ZSER,,INR,1.0
4200001536,1100,ZSER,,INR,1.0
4200001537,1100,ZSER,,INR,1.0
4200001538,1100,ZSER,,INR,1.0
4200001539,1100,ZSER,,INR,1.0
4200001540,1100,ZSER,,INR,1.0
4200001541,1100,ZSER,,INR,1.0
4200001542,1100,ZSER,,INR,1.0
4200001543,1100,ZSER,,INR,1.0
4200001544,1100,ZSER,,INR,1.0
4200001545,1100,ZSER,,INR,1.0
4200001546,1100,ZSER,,,1.0
4200001547,1100,ZSER,,INR,1.0
4200001548,1100,ZSER,,INR,1.0
4200001549,1100,ZSER,,INR,1.0
4200001550,1100,ZSER,,INR,1.0
4200001551,1100,ZSER,,INR,1.0
4200001552,1100,ZSER,,INR,1.0
4200001553,1100,ZSER,,INR,1.0
4200001554,1100,ZSER,,INR,1.0
4200001555,1100,ZSER,,INR,1.0
4200001556,1100,ZSER,,INR,1.0
4200001557,1100,ZSER,,,1.0
4200001558,1100,ZSER,,INR,1.0
4200001559,1100,ZSER,,INR,1.0
4200001560,1100,ZSER,,INR,1.0
4200001561,1100,ZSER,,INR,1.0
4200001562,1100,ZSER,,,1.0
4200001563,1100,ZSER,,INR,1.0
4200001564,1100,ZSER,,INR,1.0
4200001565,1100,ZSER,,INR,1.0
4200001566,1100,ZSER,,,1.0
4200001567,1100,ZSER,,INR,1.0
4200001568,1100,ZSER,,,1.0
4200001569,1100,ZSER,,INR,1.0
4200001570,1100,ZSER,,INR,1.0
4200001571,1100,ZSER,,INR,1.0
4200001572,1100,ZSER,,INR,1.0
4200001573,1100,ZSER,,INR,1.0
4200001574,1100,ZSER,,INR,1.0
4200001575,1100,ZSER,,INR,1.0
4200001576,1100,ZSER,,INR,1.0
4200001577,1100,ZSER,,INR,1.0
4200001578,1100,ZSER,,INR,1.0
4200001579,1100,ZSER,,INR,1.0
4200001580,1100,ZSER,,INR,1.0
4200001581,1100,ZSER,,INR,1.0
4200001582,1100,ZSER,,INR,1.0
4200001583,1100,ZSER,,INR,1.0
4200001584,1100,ZSER,,INR,1.0
4200001585,1100,ZSER,,INR,1.0
4200001586,1100,ZSER,,,
4200001587,1100,ZSER,,INR,1.0
4200001588,1100,ZSER,,INR,1.0
4200001589,1100,ZSER,,INR,1.0
4200001590,1100,ZSER,,INR,1.0
4200001591,1100,ZSER,,INR,1.0
4200001592,1100,ZSER,,INR,1.0
4200001593,1100,ZSER,,INR,1.0
4200001594,1100,ZSER,,INR,78.95
4200001595,1100,ZSER,,INR,1.0
4200001596,1100,ZSER,,INR,78.95
4200001597,1100,ZSER,,INR,1.0
4200001598,1100,ZSER,,INR,1.0
4200001599,1100,ZSER,,INR,1.0
4200001600,1100,ZSER,,INR,1.0
4200001601,1100,ZSER,,INR,78.95
4200001602,1100,ZSER,,INR,1.0
4200001603,1100,ZSER,,INR,1.0
4200001604,1100,ZSER,,INR,1.0
4200001605,1100,ZSER,,INR,1.0
4200001606,1100,ZSER,,INR,1.0
4200001607,1100,ZSER,,INR,1.0
4200001608,1100,ZSER,,INR,1.0
4200001609,1100,ZSER,,INR,1.0
4200001610,1100,ZSER,,INR,1.0
4200001611,1100,ZSER,,INR,1.0
4200001612,1100,ZSER,,INR,1.0
4200001613,1100,ZSER,,INR,1.0
4200001614,1100,ZSER,,INR,1.0
4200001615,1100,ZSER,,INR,1.0
4200001616,1100,ZSER,,,1.0
4200001617,1100,ZSER,,INR,1.0
4200001618,1100,ZSER,,INR,1.0
4200001619,1100,ZSER,,INR,1.0
4200001620,1100,ZSER,,INR,1.0
4200001621,1100,ZSER,,,1.0
4200001622,1100,ZSER,,INR,1.0
4200001623,1100,ZSER,,INR,1.0
4200001624,1100,ZSER,,INR,1.0
4200001625,1100,ZSER,,INR,1.0
4200001626,1100,ZSER,,INR,1.0
4200001627,1100,ZSER,,INR,77.25
4200001628,1100,ZSER,,INR,1.0
4200001629,1100,ZSER,,INR,1.0
4200001630,1100,ZSER,,INR,1.0
4200001631,1100,ZSER,,INR,1.0
4200001632,1100,ZSER,,,1.0
4200001633,1100,ZSER,,INR,1.0
4200001634,1100,ZSER,,INR,1.0
4200001635,1100,ZSER,,INR,1.0
4200001636,1100,ZSER,,INR,1.0
4200001637,1100,ZSER,,INR,1.0
4200001638,1100,ZSER,,INR,1.0
4200001639,1100,ZSER,,,1.0
4200001640,1100,ZSER,,INR,1.0
4200001641,1100,ZSER,,INR,1.0
4200001642,1100,ZSER,,INR,1.0
4200001643,1100,ZSER,,INR,1.0
4200001644,1100,ZSER,,INR,1.0
4200001645,1100,ZSER,,INR,1.0
4200001646,1100,ZSER,,INR,1.0
4200001647,1100,ZSER,,INR,78.2
4200001648,1100,ZSER,,INR,1.0
4200001649,1100,ZSER,,INR,1.0
4200001650,1100,ZSER,,INR,1.0
4200001651,1100,ZSER,,INR,1.0
4200001652,1100,ZSER,,INR,1.0
4200001653,1100,ZSER,,INR,1.0
4200001654,1100,ZSER,,INR,1.0
4200001655,1100,ZSER,,INR,1.0
4200001656,1100,ZSER,,INR,1.0
4200001657,1100,ZSER,,INR,1.0
4200001658,1100,ZSER,,,1.0
4200001659,1100,ZSER,,,1.0
4200001660,1100,ZSER,,,1.0
4200001661,1100,ZSER,,,1.0
4200001662,1100,ZSER,,INR,1.0
4200001663,1100,ZSER,,INR,1.0
4200001664,1100,ZSER,,,1.0
4200001665,1100,ZSER,,INR,1.0
4200001666,1100,ZSER,,INR,1.0
4200001667,1100,ZSER,,INR,1.0
4200001668,1100,ZSER,,INR,1.0
4200001669,1100,ZSER,,INR,1.0
4200001670,1100,ZSER,,INR,78.2
4200001671,1100,ZSER,,INR,1.0
4200001672,1100,ZSER,,,1.0
4200001673,1100,ZSER,,INR,1.0
4200001674,1100,ZSER,,INR,1.0
4200001675,1100,ZSER,,INR,1.0
4200001676,1100,ZSER,,INR,78.2
4200001677,1100,ZSER,,,1.0
4200001678,1100,ZSER,,,1.0
4200001679,1100,ZSER,,,1.0
4200001680,1100,ZSER,,,1.0
4200001681,1100,ZSER,,,1.0
4200001682,1100,ZSER,,,1.0
4200001683,1100,ZSER,,,1.0
4200001684,1100,ZSER,,,1.0
4200001685,1100,ZSER,,,1.0
4200001686,1100,ZSER,,INR,1.0
4200001687,1100,ZSER,,INR,1.0
4200001688,1100,ZSER,,,1.0
4200001689,1100,ZSER,,INR,1.0
4200001690,1100,ZSER,,,1.0
4200001691,1100,ZSER,,,1.0
4200001692,1100,ZSER,,INR,78.2
4200001693,1100,ZSER,,,1.0
4200001694,1100,ZSER,,,1.0
4200001695,1100,ZSER,,,1.0
4200001696,1100,ZSER,,,1.0
4200001697,1100,ZSER,,,1.0
4200001698,1100,ZSER,,INR,1.0
4200001699,1100,ZSER,,INR,1.0
4200001700,1100,ZSER,,INR,1.0
4200001701,1100,ZSER,,,1.0
4200001702,1100,ZSER,,,1.0
4200001703,1100,ZSER,,,1.0
4200001704,1100,ZSER,,INR,1.0
4200001705,1100,ZSER,,INR,78.2
4200001706,1100,ZSER,,,1.0
4200001707,1100,ZSER,,INR,1.0
4200001708,1100,ZSER,,INR,1.0
4200001709,1100,ZSER,,INR,1.0
4200001710,1100,ZSER,,INR,1.0
4200001711,1100,ZSER,,INR,1.0
4200001712,1100,ZSER,,INR,1.0
4200001713,1100,ZSER,,INR,1.0
4200001714,1100,ZSER,,INR,1.0
4200001715,1100,ZSER,,INR,1.0
4200001716,1100,ZSER,,INR,78.2
4200001717,1100,ZSER,,INR,1.0
4200001718,1100,ZSER,,INR,1.0
4200001719,1100,ZSER,,INR,1.0
4200001720,1100,ZSER,,INR,1.0
4200001721,1100,ZSER,,INR,1.0
4200001722,1100,ZSER,,,1.0
4200001723,1100,ZSER,,INR,1.0
4200001724,1100,ZSER,,INR,1.0
4200001726,1100,ZSER,,INR,1.0
4200001727,1100,ZSER,,INR,1.0
4200001728,1100,ZSER,,INR,1.0
4200001729,1100,ZSER,,INR,78.2
4200001730,1100,ZSER,,INR,1.0
4200001731,1100,ZSER,,,1.0
4200001732,1100,ZSER,,INR,78.2
4200001733,1100,ZSER,,INR,1.0
4200001734,1100,ZSER,,INR,1.0
4200001735,1100,ZSER,,INR,1.0
4200001736,1100,ZSER,,INR,1.0
4200001737,1100,ZSER,,INR,1.0
4200001738,1100,ZSER,,INR,1.0
4200001739,1100,ZSER,,INR,1.0
4200001740,1100,ZSER,,INR,1.0
4200001741,1100,ZSER,,INR,1.0
4200001742,1100,ZSER,,INR,1.0
4200001743,1100,ZSER,,INR,1.0
4200001744,1100,ZSER,,INR,1.0
4200001745,1100,ZSER,,INR,1.0
4200001746,1100,ZSER,,INR,1.0
4200001747,1100,ZSER,,INR,1.0
4200001748,1100,ZSER,,INR,1.0
4200001749,1100,ZSER,,INR,1.0
4200001750,1100,ZSER,,INR,1.0
4200001751,1100,ZSER,,INR,1.0
4200001752,1100,ZSER,,INR,1.0
4200001753,1100,ZSER,,INR,1.0
4200001754,1100,ZSER,,INR,1.0
4200001755,1100,ZSER,,INR,1.0
4200001756,1100,ZSER,,INR,1.0
4200001757,1100,ZSER,,,1.0
4200001758,1100,ZSER,,INR,1.0
4200001759,1100,ZSER,,INR,1.0
4200001760,1100,ZSER,,INR,1.0
4200001761,1100,ZSER,,INR,1.0
4200001762,1100,ZSER,,INR,1.0
4200001763,1100,ZSER,,INR,1.0
4200001764,1100,ZSER,,INR,1.0
4200001765,1100,ZSER,,INR,1.0
4200001766,1100,ZSER,,INR,1.0
4200001767,1100,ZSER,,INR,1.0
4200001768,1100,ZSER,,INR,1.0
4200001769,1100,ZSER,,INR,1.0
4200001770,1100,ZSER,,INR,1.0
4200001771,1100,ZSER,,INR,1.0
4200001772,1100,ZSER,,INR,1.0
4200001773,1100,ZSER,,INR,1.0
4200001774,1100,ZSER,,INR,1.0
4200001775,1100,ZSER,,INR,1.0
4200001776,1100,ZSER,,INR,1.0
4200001777,1100,ZSER,,INR,1.0
4200001778,1100,ZSER,,INR,1.0
4200001779,1100,ZSER,,INR,1.0
4200001780,1100,ZSER,,INR,1.0
4200001781,1100,ZSER,,INR,1.0
4200001782,1100,ZSER,,INR,1.0
4200001783,1100,ZSER,,INR,1.0
4200001784,1100,ZSER,,INR,1.0
4200001785,1100,ZSER,,INR,1.0
4200001786,1100,ZSER,,INR,1.0
4200001787,1100,ZSER,,INR,1.0
4200001788,1100,ZSER,,INR,1.0
4200001789,1100,ZSER,,INR,1.0
4200001790,1100,ZSER,,INR,1.0
4200001791,1100,ZSER,,INR,1.0
4200001792,1100,ZSER,,INR,1.0
4200001793,1100,ZSER,,INR,1.0
4200001794,1100,ZSER,,INR,1.0
4200001795,1100,ZSER,,INR,1.0
4200001796,1100,ZSER,,INR,1.0
4200001797,1100,ZSER,,INR,1.0
4200001799,1100,ZSER,,INR,1.0
4200001800,1100,ZSER,,INR,1.0
4200001801,1100,ZSER,,,1.0
4200001802,1100,ZSER,,INR,1.0
4200001803,1100,ZSER,,INR,1.0
4200001804,1100,ZSER,,INR,1.0
4200001805,1100,ZSER,,INR,1.0
4200001806,1100,ZSER,,INR,1.0
4200001807,1100,ZSER,,INR,1.0
4200001808,1100,ZSER,,,1.0
4200001809,1100,ZSER,,INR,1.0
4200001810,1100,ZSER,,INR,1.0
4200001811,1100,ZSER,,INR,1.0
4200001812,1100,ZSER,,INR,1.0
4200001813,1100,ZSER,,INR,1.0
4200001814,1100,ZSER,,INR,1.0
4200001815,1100,ZSER,,INR,1.0
4200001816,1100,ZSER,,INR,1.0
4200001817,1100,ZSER,,INR,1.0
