Purchasing Document,Company Code,Purchasing Doc. Type,Deletion indicator,Currency,Exchange Rate
4300064214,1100,ZDOM,,INR,1.0
4300064215,1100,ZDOM,,INR,1.0
4300064216,1100,ZDOM,,INR,1.0
4300064217,1100,ZDOM,,INR,1.0
4300064218,1100,ZDOM,,INR,1.0
4300064219,1100,ZDOM,,INR,1.0
4300064220,1100,ZDOM,,,1.0
4300064221,1100,ZDOM,,INR,1.0
4300064222,1100,ZDOM,,INR,1.0
4300064223,1100,ZDOM,,INR,1.0
4300064224,1100,ZDOM,,INR,1.0
4300064225,1100,ZDOM,,INR,1.0
4300064226,1100,ZDOM,,INR,1.0
4300064227,1100,ZDOM,,INR,1.0
4300064228,1100,ZDOM,,INR,1.0
4300064229,1100,ZDOM,,INR,1.0
4300064230,1100,ZDOM,,INR,1.0
4300064231,1100,ZDOM,,INR,1.0
4300064232,1100,ZDOM,,INR,1.0
4300064233,1100,ZDOM,,INR,1.0
4300064234,1100,ZDOM,,INR,1.0
4300064235,1100,ZDOM,,INR,1.0
4300064236,1100,ZDOM,,INR,1.0
4300064237,1100,ZDOM,,INR,1.0
4300064238,1100,ZDOM,,INR,1.0
4300064239,1100,ZDOM,,INR,1.0
4300064240,1100,ZDOM,,INR,1.0
4300064241,1100,ZDOM,,INR,1.0
4300064242,1100,ZDOM,,INR,1.0
4300064243,1100,ZDOM,,INR,1.0
4300064244,1100,ZDOM,,INR,1.0
4300064245,1100,ZDOM,,INR,1.0
4300064246,1100,ZDOM,,INR,1.0
4300064247,1100,ZDOM,,INR,1.0
4300064248,1100,ZDOM,,,1.0
4300064249,1100,ZDOM,,INR,1.0
4300064250,1100,ZDOM,,INR,1.0
4300064251,1100,ZDOM,,INR,1.0
4300064252,1100,ZDOM,,INR,1.0
4300064253,1100,ZDOM,,INR,1.0
4300064254,1100,ZDOM,,INR,1.0
4300064256,1100,ZDOM,,INR,89.65
4300064257,1100,ZDOM,,INR,1.0
4300064259,1100,ZDOM,,INR,1.0
4300064260,1100,ZDOM,,INR,1.0
4300064261,1100,ZDOM,,INR,1.0
4300064262,1100,ZDOM,,INR,1.0
4300064263,1100,ZDOM,,INR,1.0
4300064264,1100,ZDOM,,INR,1.0
4300064265,1100,ZDOM,,INR,1.0
4300064266,1100,ZDOM,,INR,1.0
4300064267,1100,ZDOM,,INR,1.0
4300064268,1100,ZDOM,,INR,1.0
4300064269,1100,ZDOM,,INR,1.0
4300064270,1100,ZDOM,,INR,1.0
4300064271,1100,ZDOM,,INR,1.0
4300064272,1100,ZDOM,,INR,1.0
4300064273,1100,ZDOM,,INR,1.0
4300064274,1100,ZDOM,,INR,1.0
4300064275,1100,ZDOM,,INR,1.0
4300064276,1100,ZDOM,,INR,1.0
4300064277,1100,ZDOM,,INR,1.0
4300064278,1100,ZDOM,,INR,1.0
4300064279,1100,ZDOM,,INR,1.0
4300064280,1100,ZDOM,,INR,1.0
4300064281,1100,ZDOM,,INR,1.0
4300064282,1100,ZDOM,,INR,1.0
4300064283,1100,ZDOM,,INR,1.0
4300064284,1100,ZDOM,,INR,1.0
4300064285,1100,ZDOM,,INR,1.0
4300064286,1100,ZDOM,,INR,1.0
4300064287,1100,ZDOM,,INR,1.0
4300064288,1100,ZDOM,,INR,1.0
4300064289,1100,ZDOM,,INR,1.0
4300064290,1100,ZDOM,,INR,1.0
4300064291,1100,ZDOM,,INR,1.0
4300064292,1100,ZDOM,,INR,1.0
4300064293,1100,ZDOM,,INR,1.0
4300064294,1100,ZDOM,,INR,1.0
4300064295,1100,ZDOM,,INR,1.0
4300064296,1100,ZDOM,,INR,1.0
4300064297,1100,ZDOM,,INR,1.0
4300064298,1100,ZDOM,,INR,1.0
4300064299,1100,ZDOM,,INR,1.0
4300064300,1100,ZDOM,,INR,1.0
4300064301,1100,ZDOM,,INR,1.0
4300064302,1100,ZDOM,,INR,1.0
4300064303,1100,ZDOM,,INR,1.0
4300064304,1100,ZDOM,,INR,1.0
4300064305,1100,ZDOM,,INR,1.0
4300064306,1100,ZDOM,,INR,1.0
4300064307,1100,ZDOM,,INR,1.0
4300064308,1100,ZDOM,,INR,1.0
4300064309,1100,ZDOM,,,1.0
4300064310,1100,ZDOM,,INR,1.0
4300064311,1100,ZDOM,,INR,1.0
4300064312,1100,ZDOM,,INR,1.0
4300064313,1100,ZDOM,,INR,1.0
4300064314,1100,ZDOM,,INR,1.0
4300064315,1100,ZDOM,,INR,1.0
4300064316,1100,ZDOM,,INR,1.0
4300064317,1100,ZDOM,,INR,1.0
4300064318,1100,ZDOM,,INR,1.0
4300064319,1100,ZDOM,,,1.0
4300064320,1100,ZDOM,,INR,1.0
4300064321,1100,ZDOM,,INR,1.0
4300064322,1100,ZDOM,,INR,1.0
4300064323,1100,ZDOM,,INR,1.0
4300064324,1100,ZDOM,,INR,1.0
4300064325,1100,ZDOM,,INR,1.0
4300064326,1100,ZDOM,,INR,1.0
4300064327,1100,ZDOM,,INR,1.0
4300064328,1100,ZDOM,,INR,1.0
4300064329,1100,ZDOM,,INR,1.0
4300064330,1100,ZDOM,,INR,1.0
4300064331,1100,ZDOM,,INR,1.0
4300064332,1100,ZDOM,,INR,1.0
4300064333,1100,ZDOM,,INR,1.0
4300064334,1100,ZDOM,,INR,1.0
4300064335,1100,ZDOM,,INR,1.0
4300064336,1100,ZDOM,,INR,1.0
4300064337,1100,ZDOM,,INR,1.0
4300064338,1100,ZDOM,,INR,1.0
4300064339,1100,ZDOM,,INR,1.0
4300064340,1100,ZDOM,,INR,1.0
4300064341,1100,ZDOM,,,1.0
4300064342,1100,ZDOM,,INR,1.0
4300064343,1100,ZDOM,,INR,1.0
4300064344,1100,ZDOM,,INR,1.0
4300064345,1100,ZDOM,,INR,1.0
4300064346,1100,ZDOM,,INR,1.0
4300064347,1100,ZDOM,,INR,1.0
4300064348,1100,ZDOM,,INR,1.0
4300064349,1100,ZDOM,,INR,1.0
4300064350,1100,ZDOM,,INR,1.0
4300064351,1100,ZDOM,,INR,1.0
4300064352,1100,ZDOM,,INR,1.0
4300064353,1100,ZDOM,,INR,1.0
4300064354,1100,ZDOM,,INR,1.0
4300064355,1100,ZDOM,,INR,1.0
4300064356,1100,ZDOM,,INR,1.0
4300064357,1100,ZDOM,,INR,1.0
4300064358,1100,ZDOM,,INR,1.0
4300064359,1100,ZDOM,,INR,1.0
4300064360,1100,ZDOM,,INR,1.0
4300064361,1100,ZDOM,,INR,1.0
4300064362,1100,ZDOM,,INR,1.0
4300064363,1100,ZDOM,,INR,1.0
4300064364,1100,ZDOM,,INR,1.0
4300064365,1100,ZDOM,,INR,1.0
4300064366,1100,ZDOM,,INR,1.0
4300064367,1100,ZDOM,,INR,1.0
4300064368,1100,ZDOM,,INR,1.0
4300064369,1100,ZDOM,,INR,1.0
4300064370,1100,ZDOM,,INR,1.0
4300064371,1100,ZDOM,,INR,1.0
4300064372,1100,ZDOM,,,1.0
4300064373,1100,ZDOM,,INR,1.0
4300064374,1100,ZDOM,,INR,1.0
4300064375,1100,ZDOM,,INR,1.0
4300064376,1100,ZDOM,,INR,1.0
4300064377,1100,ZDOM,,INR,1.0
4300064378,1100,ZDOM,,INR,1.0
4300064379,1100,ZDOM,,INR,1.0
4300064380,1100,ZDOM,,INR,1.0
4300064381,1100,ZDOM,,INR,1.0
4300064382,1100,ZDOM,,INR,1.0
4300064383,1100,ZDOM,,INR,1.0
4300064384,1100,ZDOM,,INR,1.0
4300064385,1100,ZDOM,,INR,1.0
4300064386,1100,ZDOM,,INR,1.0
4300064387,1100,ZDOM,,INR,1.0
4300064388,1100,ZDOM,,INR,1.0
4300064389,1100,ZDOM,,INR,1.0
4300064390,1100,ZDOM,,INR,1.0
4300064391,1100,ZDOM,,INR,1.0
4300064392,1100,ZDOM,,INR,1.0
4300064393,1100,ZDOM,,INR,1.0
4300064394,1100,ZDOM,,INR,1.0
4300064395,1100,ZDOM,,INR,1.0
4300064396,1100,ZDOM,,INR,1.0
4300064397,1100,ZDOM,,INR,1.0
4300064398,1100,ZDOM,,INR,1.0
4300064399,1100,ZDOM,,INR,1.0
4300064400,1100,ZDOM,,INR,1.0
4300064402,1100,ZDOM,,INR,1.0
4300064403,1100,ZDOM,,INR,1.0
4300064404,1100,ZDOM,,INR,1.0
4300064405,1100,ZDOM,,INR,1.0
4300064406,1100,ZDOM,,INR,1.0
4300064407,1100,ZDOM,,INR,1.0
4300064408,1100,ZDOM,,,1.0
4300064409,1100,ZDOM,,INR,1.0
4300064410,1100,ZDOM,,INR,1.0
4300064411,1100,ZDOM,,INR,1.0
4300064412,1100,ZDOM,,INR,1.0
4300064413,1100,ZDOM,,INR,1.0
4300064414,1100,ZDOM,,INR,1.0
4300064415,1100,ZDOM,,INR,1.0
4300064416,1100,ZDOM,,INR,1.0
4300064417,1100,ZDOM,,INR,1.0
4300064418,1100,ZDOM,,INR,1.0
4300064419,1100,ZDOM,,INR,1.0
4300064420,1100,ZDOM,,INR,1.0
4300064421,1100,ZDOM,,INR,1.0
4300064422,1100,ZDOM,,INR,1.0
4300064423,1100,ZDOM,,INR,1.0
4300064424,1100,ZDOM,,INR,1.0
4300064425,1100,ZDOM,,INR,1.0
4300064426,1100,ZDOM,,INR,1.0
4300064427,1100,ZDOM,,INR,1.0
4300064428,1100,ZDOM,,INR,1.0
4300064429,1100,ZDOM,,INR,1.0
4300064430,1100,ZDOM,,INR,1.0
4300064431,1100,ZDOM,,INR,1.0
4300064432,1100,ZDOM,,INR,1.0
4300064433,1100,ZDOM,,INR,1.0
4300064434,1100,ZDOM,,INR,1.0
4300064435,1100,ZDOM,,INR,1.0
4300064436,1100,ZDOM,,INR,1.0
4300064437,1100,ZDOM,,INR,1.0
4300064438,1100,ZDOM,,INR,1.0
4300064439,1100,ZDOM,,INR,1.0
4300064440,1100,ZDOM,,INR,1.0
4300064441,1100,ZDOM,,INR,1.0
4300064442,1100,ZDOM,,INR,1.0
4300064443,1100,ZDOM,,INR,1.0
4300064444,1100,ZDOM,,INR,1.0
4300064445,1100,ZDOM,,INR,1.0
4300064446,1100,ZDOM,,INR,1.0
4300064447,1100,ZDOM,,INR,1.0
4300064448,1100,ZDOM,,INR,1.0
4300064449,1100,ZDOM,,INR,1.0
4300064450,1100,ZDOM,,INR,1.0
4300064451,1100,ZDOM,,INR,1.0
4300064452,1100,ZDOM,,INR,1.0
4300064453,1100,ZDOM,,INR,1.0
4300064454,1100,ZDOM,,INR,1.0
4300064455,1100,ZDOM,,INR,1.0
4300064456,1100,ZDOM,,,1.0
4300064457,1100,ZDOM,,INR,1.0
4300064458,1100,ZDOM,,INR,1.0
4300064459,1100,ZDOM,,INR,1.0
4300064460,1100,ZDOM,,INR,1.0
4300064461,1100,ZDOM,,INR,1.0
4300064462,1100,ZDOM,,,1.0
4300064463,1100,ZDOM,,INR,1.0
4300064464,1100,ZDOM,,INR,1.0
4300064465,1100,ZDOM,,INR,1.0
4300064466,1100,ZDOM,,INR,1.0
4300064467,1100,ZDOM,,INR,1.0
4300064468,1100,ZDOM,,INR,1.0
4300064469,1100,ZDOM,,INR,1.0
4300064470,1100,ZDOM,,INR,1.0
4300064471,1100,ZDOM,,INR,1.0
4300064472,1100,ZDOM,,INR,1.0
4300064473,1100,ZDOM,,INR,1.0
4300064474,1100,ZDOM,,,1.0
4300064475,1100,ZDOM,,INR,1.0
4300064476,1100,ZDOM,,INR,1.0
4300064477,1100,ZDOM,,INR,1.0
4300064478,1100,ZDOM,,INR,1.0
4300064479,1100,ZDOM,,INR,1.0
4300064480,1100,ZDOM,,INR,1.0
4300064481,1100,ZDOM,,INR,1.0
4300064482,1100,ZDOM,,INR,1.0
4300064483,1100,ZDOM,,INR,1.0
4300064484,1100,ZDOM,,INR,1.0
4300064485,1100,ZDOM,,INR,1.0
4300064486,1100,ZDOM,,INR,1.0
4300064487,1100,ZDOM,,INR,1.0
4300064488,1100,ZDOM,,INR,1.0
4300064489,1100,ZDOM,,INR,1.0
4300064490,1100,ZDOM,,INR,1.0
4300064491,1100,ZDOM,,INR,1.0
4300064492,1100,ZDOM,,INR,1.0
4300064493,1100,ZDOM,,INR,1.0
4300064494,1100,ZDOM,,INR,1.0
4300064495,1100,ZDOM,,INR,1.0
4300064496,1100,ZDOM,,INR,1.0
4300064497,1100,ZDOM,,INR,1.0
4300064498,1100,ZDOM,,INR,1.0
4300064499,1100,ZDOM,,INR,1.0
4300064500,1100,ZDOM,,INR,1.0
4300064501,1100,ZDOM,,INR,1.0
4300064503,1100,ZDOM,,INR,1.0
4300064505,1100,ZDOM,,INR,1.0
4300064506,1100,ZDOM,,INR,1.0
4300064507,1100,ZDOM,,INR,1.0
4300064508,1100,ZDOM,,INR,1.0
4300064509,1100,ZDOM,,INR,1.0
4300064510,1100,ZDOM,,INR,1.0
4300064511,1100,ZDOM,,INR,1.0
4300064512,1100,ZDOM,,,1.0
4300064513,1100,ZDOM,,INR,1.0
4300064514,1100,ZDOM,,INR,1.0
4300064515,1100,ZDOM,,INR,1.0
4300064516,1100,ZDOM,,,1.0
4300064517,1100,ZDOM,,INR,1.0
4300064518,1100,ZDOM,,INR,1.0
4300064519,1100,ZDOM,,INR,1.0
4300064520,1100,ZDOM,,INR,1.0
4300064521,1100,ZDOM,,INR,1.0
4300064522,1100,ZDOM,,INR,1.0
4300064523,1100,ZDOM,,INR,1.0
4300064524,1100,ZDOM,,INR,1.0
4300064525,1100,ZDOM,,INR,1.0
4300064526,1100,ZDOM,,INR,1.0
4300064527,1100,ZDOM,,INR,1.0
4300064528,1100,ZDOM,,INR,1.0
4300064529,1100,ZDOM,,INR,1.0
4300064530,1100,ZDOM,,INR,1.0
4300064531,1100,ZDOM,,INR,1.0
4300064532,1100,ZDOM,,INR,1.0
4300064533,1100,ZDOM,,INR,1.0
4300064534,1100,ZDOM,,INR,1.0
4300064535,1100,ZDOM,,INR,1.0
4300064536,1100,ZDOM,,INR,1.0
4300064537,1100,ZDOM,,INR,1.0
4300064538,1100,ZDOM,,INR,1.0
4300064539,1100,ZDOM,,INR,1.0
4300064540,1100,ZDOM,,INR,1.0
4300064541,1100,ZDOM,,INR,1.0
4300064542,1100,ZDOM,,INR,1.0
4300064543,1100,ZDOM,,INR,1.0
4300064544,1100,ZDOM,,INR,1.0
4300064545,1100,ZDOM,,INR,1.0
4300064546,1100,ZDOM,,INR,1.0
4300064547,1100,ZDOM,,INR,1.0
4300064548,1100,ZDOM,,INR,1.0
4300064549,1100,ZDOM,,INR,1.0
4300064550,1100,ZDOM,,INR,1.0
4300064551,1100,ZDOM,,INR,1.0
4300064552,1100,ZDOM,,INR,1.0
4300064553,1100,ZDOM,,INR,1.0
4300064554,1100,ZDOM,,INR,1.0
4300064555,1100,ZDOM,,INR,1.0
4300064556,1100,ZDOM,,INR,1.0
4300064557,1100,ZDOM,,INR,1.0
4300064558,1100,ZDOM,,INR,1.0
4300064559,1100,ZDOM,,INR,1.0
4300064560,1100,ZDOM,,INR,1.0
4300064561,1100,ZDOM,,INR,1.0
4300064562,1100,ZDOM,,INR,1.0
4300064563,1100,ZDOM,,INR,1.0
4300064564,1100,ZDOM,,INR,1.0
4300064565,1100,ZDOM,,INR,1.0
4300064566,1100,ZDOM,,INR,1.0
4300064567,1100,ZDOM,,INR,1.0
4300064568,1100,ZDOM,,INR,1.0
4300064569,1100,ZDOM,,INR,1.0
4300064570,1100,ZDOM,,INR,1.0
4300064571,1100,ZDOM,,INR,1.0
4300064572,1100,ZDOM,,INR,1.0
4300064573,1100,ZDOM,,INR,1.0
4300064574,1100,ZDOM,,INR,1.0
4300064575,1100,ZDOM,,INR,1.0
4300064576,1100,ZDOM,,INR,1.0
4300064577,1100,ZDOM,,INR,1.0
4300064578,1100,ZDOM,,INR,1.0
4300064579,1100,ZDOM,,INR,1.0
4300064580,1100,ZDOM,,INR,1.0
4300064581,1100,ZDOM,,INR,1.0
4300064582,1100,ZDOM,,INR,1.0
4300064583,1100,ZDOM,,INR,1.0
4300064584,1100,ZDOM,,INR,1.0
4300064585,1100,ZDOM,,INR,1.0
4300064586,1100,ZDOM,,INR,1.0
4300064587,1100,ZDOM,,INR,1.0
4300064588,1100,ZDOM,,INR,1.0
4300064589,1100,ZDOM,,INR,1.0
4300064590,1100,ZDOM,,INR,1.0
4300064591,1100,ZDOM,,INR,1.0
4300064592,1100,ZDOM,,INR,1.0
4300064593,1100,ZDOM,,INR,1.0
4300064594,1100,ZDOM,,,1.0
4300064595,1100,ZDOM,,INR,1.0
4300064596,1100,ZDOM,,INR,1.0
4300064597,1100,ZDOM,,INR,1.0
4300064598,1100,ZDOM,,INR,1.0
4300064599,1100,ZDOM,,,1.0
4300064601,1100,ZDOM,,INR,1.0
4300064602,1100,ZDOM,,INR,1.0
4300064603,1100,ZDOM,,INR,1.0
4300064604,1100,ZDOM,,INR,1.0
4300064605,1100,ZDOM,,INR,1.0
4300064606,1100,ZDOM,,INR,1.0
4300064607,1100,ZDOM,,INR,1.0
4300064608,1100,ZDOM,,INR,1.0
4300064610,1100,ZDOM,,INR,1.0
4300064611,1100,ZDOM,,INR,1.0
4300064612,1100,ZDOM,,INR,1.0
4300064613,1100,ZDOM,,INR,1.0
4300064614,1100,ZDOM,,INR,1.0
4300064615,1100,ZDOM,,INR,1.0
4300064616,1100,ZDOM,,INR,1.0
4300064617,1100,ZDOM,,INR,1.0
4300064618,1100,ZDOM,,INR,1.0
4300064619,1100,ZDOM,,INR,1.0
4300064620,1100,ZDOM,,INR,1.0
4300064621,1100,ZDOM,,INR,1.0
4300064622,1100,ZDOM,,INR,1.0
4300064623,1100,ZDOM,,INR,1.0
4300064624,1100,ZDOM,,INR,1.0
4300064625,1100,ZDOM,,INR,1.0
4300064626,1100,ZDOM,,INR,1.0
4300064627,1100,ZDOM,,INR,1.0
4300064628,1100,ZDOM,,INR,1.0
4300064629,1100,ZDOM,,INR,1.0
4300064630,1100,ZDOM,,INR,1.0
4300064631,1100,ZDOM,,INR,1.0
4300064632,1100,ZDOM,,INR,1.0
4300064633,1100,ZDOM,,INR,1.0
4300064634,1100,ZDOM,,INR,1.0
4300064635,1100,ZDOM,,INR,1.0
4300064636,1100,ZDOM,,INR,1.0
4300064638,1100,ZDOM,,INR,1.0
4300064639,1100,ZDOM,,INR,1.0
4300064640,1100,ZDOM,,INR,1.0
4300064641,1100,ZDOM,,INR,1.0
4300064642,1100,ZDOM,,INR,1.0
4300064643,1100,ZDOM,,,1.0
4300064644,1100,ZDOM,,INR,1.0
4300064645,1100,ZDOM,,INR,1.0
4300064646,1100,ZDOM,,INR,1.0
4300064647,1100,ZDOM,,INR,1.0
4300064648,1100,ZDOM,,INR,1.0
4300064649,1100,ZDOM,,INR,1.0
4300064650,1100,ZDOM,,INR,1.0
4300064651,1100,ZDOM,,INR,1.0
4300064652,1100,ZDOM,,INR,1.0
4300064653,1100,ZDOM,,,1.0
4300064654,1100,ZDOM,,INR,1.0
4300064655,1100,ZDOM,,INR,1.0
4300064656,1100,ZDOM,,INR,1.0
4300064657,1100,ZDOM,,INR,1.0
4300064658,1100,ZDOM,,INR,1.0
4300064659,1100,ZDOM,,INR,1.0
4300064660,1100,ZDOM,,INR,1.0
4300064661,1100,ZDOM,,INR,1.0
4300064662,1100,ZDOM,,INR,1.0
4300064663,1100,ZDOM,,INR,1.0
4300064664,1100,ZDOM,,INR,1.0
4300064665,1100,ZDOM,,INR,1.0
4300064666,1100,ZDOM,,INR,1.0
4300064667,1100,ZDOM,,INR,1.0
4300064668,1100,ZDOM,,INR,1.0
4300064669,1100,ZDOM,,INR,1.0
4300064670,1100,ZDOM,,INR,1.0
4300064671,1100,ZDOM,,INR,1.0
4300064672,1100,ZDOM,,INR,1.0
4300064673,1100,ZDOM,,INR,1.0
4300064674,1100,ZDOM,,INR,1.0
4300064675,1100,ZDOM,,INR,1.0
4300064676,1100,ZDOM,,INR,1.0
4300064677,1100,ZDOM,,INR,1.0
4300064678,1100,ZDOM,,INR,1.0
4300064679,1100,ZDOM,,INR,1.0
4300064680,1100,ZDOM,,INR,1.0
4300064681,1100,ZDOM,,INR,1.0
4300064682,1100,ZDOM,,INR,1.0
4300064683,1100,ZDOM,,INR,1.0
4300064684,1100,ZDOM,,INR,1.0
4300064685,1100,ZDOM,,INR,1.0
4300064686,1100,ZDOM,,INR,1.0
4300064687,1100,ZDOM,,INR,1.0
4300064688,1100,ZDOM,,INR,1.0
4300064689,1100,ZDOM,,INR,1.0
4300064690,1100,ZDOM,,INR,1.0
4300064691,1100,ZDOM,,INR,1.0
4300064692,1100,ZDOM,,INR,1.0
4300064693,1100,ZDOM,,INR,1.0
4300064694,1100,ZDOM,,INR,1.0
4300064695,1100,ZDOM,,INR,1.0
4300064696,1100,ZDOM,,INR,1.0
4300064697,1100,ZDOM,,INR,1.0
4300064698,1100,ZDOM,,INR,1.0
4300064699,1100,ZDOM,,INR,1.0
4300064700,1100,ZDOM,,INR,1.0
4300064701,1100,ZDOM,,INR,1.0
4300064702,1100,ZDOM,,INR,1.0
4300064703,1100,ZDOM,,INR,1.0
4300064704,1100,ZDOM,,INR,1.0
4300064705,1100,ZDOM,,INR,1.0
4300064706,1100,ZDOM,,INR,1.0
4300064707,1100,ZDOM,,INR,1.0
4300064708,1100,ZDOM,,INR,1.0
4300064709,1100,ZDOM,,INR,1.0
4300064710,1100,ZDOM,,INR,1.0
4300064711,1100,ZDOM,,INR,1.0
4300064712,1100,ZDOM,,INR,1.0
4300064713,1100,ZDOM,,INR,1.0
4300064714,1100,ZDOM,,INR,1.0
4300064715,1100,ZDOM,,INR,1.0
4300064716,1100,ZDOM,,INR,1.0
4300064717,1100,ZDOM,,INR,1.0
4300064718,1100,ZDOM,,INR,1.0
4300064719,1100,ZDOM,,INR,1.0
4300064720,1100,ZDOM,,INR,1.0
4300064721,1100,ZDOM,,INR,90.2
4300064722,1100,ZDOM,,INR,1.0
4300064723,1100,ZDOM,,INR,1.0
4300064724,1100,ZDOM,,INR,1.0
4300064725,1100,ZDOM,,INR,1.0
4300064726,1100,ZDOM,,INR,1.0
4300064727,1100,ZDOM,,INR,1.0
4300064728,1100,ZDOM,,INR,1.0
4300064729,1100,ZDOM,,INR,1.0
4300064730,1100,ZDOM,,INR,1.0
4300064731,1100,ZDOM,,INR,1.0
4300064732,1100,ZDOM,,INR,105.5
4300064733,1100,ZDOM,,INR,1.0
4300064734,1100,ZDOM,,INR,1.0
4300064735,1100,ZDOM,,INR,1.0
4300064736,1100,ZDOM,,INR,1.0
4300064737,1100,ZDOM,,INR,1.0
4300064738,1100,ZDOM,,INR,1.0
4300064739,1100,ZDOM,,INR,1.0
4300064740,1100,ZDOM,,INR,1.0
4300064741,1100,ZDOM,,INR,1.0
4300064742,1100,ZDOM,,INR,1.0
4300064743,1100,ZDOM,,INR,1.0
4300064744,1100,ZDOM,,INR,1.0
4300064745,1100,ZDOM,,INR,1.0
4300064746,1100,ZDOM,,INR,1.0
4300064747,1100,ZDOM,,INR,1.0
4300064748,1100,ZDOM,,INR,1.0
4300064749,1100,ZDOM,,INR,1.0
4300064750,1100,ZDOM,,INR,1.0
4300064751,1100,ZDOM,,INR,1.0
4300064752,1100,ZDOM,,INR,1.0
4300064753,1100,ZDOM,,INR,1.0
4300064754,1100,ZDOM,,INR,1.0
4300064755,1100,ZDOM,,INR,1.0
4300064756,1100,ZDOM,,INR,1.0
4300064757,1100,ZDOM,,INR,1.0
4300064758,1100,ZDOM,,INR,1.0
4300064759,1100,ZDOM,,INR,1.0
4300064760,1100,ZDOM,,INR,1.0
4300064761,1100,ZDOM,,INR,1.0
4300064762,1100,ZDOM,,INR,1.0
4300064763,1100,ZDOM,,INR,1.0
4300064764,1100,ZDOM,,INR,1.0
4300064765,1100,ZDOM,,INR,1.0
4300064766,1100,ZDOM,,INR,1.0
4300064767,1100,ZDOM,,INR,1.0
4300064768,1100,ZDOM,,INR,1.0
4300064769,1100,ZDOM,,INR,1.0
4300064770,1100,ZDOM,,INR,1.0
4300064771,1100,ZDOM,,INR,1.0
4300064772,1100,ZDOM,,INR,1.0
4300064773,1100,ZDOM,,INR,1.0
4300064774,1100,ZDOM,,INR,1.0
4300064775,1100,ZDOM,,INR,1.0
4300064776,1100,ZDOM,,INR,1.0
4300064777,1100,ZDOM,,INR,1.0
4300064778,1100,ZDOM,,INR,1.0
4300064779,1100,ZDOM,,INR,1.0
4300064780,1100,ZDOM,,INR,1.0
4300064781,1100,ZDOM,,INR,1.0
4300064782,1100,ZDOM,,INR,1.0
4300064783,1100,ZDOM,,INR,1.0
4300064784,1100,ZDOM,,INR,1.0
4300064785,1100,ZDOM,,INR,1.0
4300064786,1100,ZDOM,,INR,1.0
4300064787,1100,ZDOM,,INR,1.0
4300064788,1100,ZDOM,,INR,1.0
4300064789,1100,ZDOM,,INR,1.0
4300064790,1100,ZDOM,,INR,1.0
4300064791,1100,ZDOM,,INR,1.0
4300064792,1100,ZDOM,,INR,1.0
4300064793,1100,ZDOM,,INR,1.0
4300064794,1100,ZDOM,,INR,1.0
4300064796,1100,ZDOM,,INR,1.0
4300064797,1100,ZDOM,,INR,1.0
4300064798,1100,ZDOM,,INR,1.0
4300064799,1100,ZDOM,,INR,1.0
4300064800,1100,ZDOM,,INR,1.0
4300064801,1100,ZDOM,,INR,1.0
4300064802,1100,ZDOM,,INR,1.0
4300064803,1100,ZDOM,,INR,1.0
4300064804,1100,ZDOM,,INR,1.0
4300064805,1100,ZDOM,,INR,1.0
4300064806,1100,ZDOM,,INR,1.0
4300064807,1100,ZDOM,,INR,1.0
4300064808,1100,ZDOM,,INR,1.0
4300064809,1100,ZDOM,,INR,1.0
4300064810,1100,ZDOM,,INR,1.0
4300064811,1100,ZDOM,,INR,1.0
4300064812,1100,ZDOM,,INR,1.0
4300064813,1100,ZDOM,,INR,1.0
4300064814,1100,ZDOM,,INR,1.0
4300064815,1100,ZDOM,,INR,1.0
4300064816,1100,ZDOM,,INR,1.0
4300064817,1100,ZDOM,,INR,1.0
4300064818,1100,ZDOM,,INR,1.0
4300064819,1100,ZDOM,,INR,1.0
4300064820,1100,ZDOM,,INR,1.0
4300064821,1100,ZDOM,,,1.0
4300064822,1100,ZDOM,,INR,1.0
4300064823,1100,ZDOM,,INR,1.0
4300064824,1100,ZDOM,,INR,1.0
4300064825,1100,ZDOM,,INR,1.0
4300064826,1100,ZDOM,,INR,1.0
4300064827,1100,ZDOM,,INR,90.2
4300064828,1100,ZDOM,,INR,1.0
4300064829,1100,ZDOM,,INR,1.0
4300064830,1100,ZDOM,,INR,1.0
4300064831,1100,ZDOM,,INR,1.0
4300064832,1100,ZDOM,,INR,1.0
4300064833,1100,ZDOM,,INR,1.0
4300064834,1100,ZDOM,,INR,1.0
4300064835,1100,ZDOM,,INR,1.0
4300064836,1100,ZDOM,,INR,1.0
4300064837,1100,ZDOM,,INR,1.0
4300064838,1100,ZDOM,,INR,1.0
4300064839,1100,ZDOM,,INR,1.0
4300064840,1100,ZDOM,,INR,1.0
4300064841,1100,ZDOM,,INR,1.0
4300064842,1100,ZDOM,,INR,1.0
4300064843,1100,ZDOM,,INR,1.0
4300064844,1100,ZDOM,,INR,1.0
4300064845,1100,ZDOM,,INR,1.0
4300064847,1100,ZDOM,,INR,1.0
4300064848,1100,ZDOM,,INR,1.0
4300064849,1100,ZDOM,,INR,1.0
4300064850,1100,ZDOM,,INR,1.0
4300064851,1100,ZDOM,,INR,1.0
4300064852,1100,ZDOM,,,1.0
4300064853,1100,ZDOM,,INR,1.0
4300064854,1100,ZDOM,,INR,1.0
4300064855,1100,ZDOM,,INR,1.0
4300064856,1100,ZDOM,,INR,1.0
4300064857,1100,ZDOM,,INR,1.0
4300064858,1100,ZDOM,,INR,1.0
